base        rep  M   N    OS         type  no  group  Source      Name
GP03-04     NA   3   3    0          OSS   NA  NA     OSSgueret   OSSgu
GP03-05     NA   3   3    0          OSS   NA  NA     OSSgueret   OSSgu
GP03-06     NA   3   3    0          OSS   NA  NA     OSSgueret   OSSgu
GP03-07     NA   3   3    0          OSS   NA  NA     OSSgueret   OSSgu
GP03-08     NA   3   3    0          OSS   NA  NA     OSSgueret   OSSgu
GP03-09     NA   3   3    0          OSS   NA  NA     OSSgueret   OSSgu
GP03-10     NA   3   3    0          OSS   NA  NA     OSSgueret   OSSgu
GP04-01     NA   4   4    0          OSS   NA  NA     OSSgueret   OSSgu
GP04-02     NA   4   4    0          OSS   NA  NA     OSSgueret   OSSgu
GP04-03     NA   4   4    0          OSS   NA  NA     OSSgueret   OSSgu
GP04-04     NA   4   4    0          OSS   NA  NA     OSSgueret   OSSgu
GP04-05     NA   4   4    0          OSS   NA  NA     OSSgueret   OSSgu
GP04-06     NA   4   4    0          OSS   NA  NA     OSSgueret   OSSgu
GP04-07     NA   4   4    0          OSS   NA  NA     OSSgueret   OSSgu
GP04-08     NA   4   4    0          OSS   NA  NA     OSSgueret   OSSgu
GP04-09     NA   4   4    0          OSS   NA  NA     OSSgueret   OSSgu
GP04-10     NA   4   4    0          OSS   NA  NA     OSSgueret   OSSgu
GP05-01     NA   5   5    0          OSS   NA  NA     OSSgueret   OSSgu
GP05-02     NA   5   5    0          OSS   NA  NA     OSSgueret   OSSgu
GP05-03     NA   5   5    0          OSS   NA  NA     OSSgueret   OSSgu
GP05-04     NA   5   5    0          OSS   NA  NA     OSSgueret   OSSgu
GP05-05     NA   5   5    0          OSS   NA  NA     OSSgueret   OSSgu
GP05-06     NA   5   5    0          OSS   NA  NA     OSSgueret   OSSgu
GP05-07     NA   5   5    0          OSS   NA  NA     OSSgueret   OSSgu
GP05-08     NA   5   5    0          OSS   NA  NA     OSSgueret   OSSgu
GP05-09     NA   5   5    0          OSS   NA  NA     OSSgueret   OSSgu
GP05-10     NA   5   5    0          OSS   NA  NA     OSSgueret   OSSgu
GP06-01     NA   6   6    0          OSS   NA  NA     OSSgueret   OSSgu
GP06-02     NA   6   6    0          OSS   NA  NA     OSSgueret   OSSgu
GP06-03     NA   6   6    0          OSS   NA  NA     OSSgueret   OSSgu
GP06-04     NA   6   6    0          OSS   NA  NA     OSSgueret   OSSgu
GP06-05     NA   6   6    0          OSS   NA  NA     OSSgueret   OSSgu
GP06-06     NA   6   6    0          OSS   NA  NA     OSSgueret   OSSgu
GP06-07     NA   6   6    0          OSS   NA  NA     OSSgueret   OSSgu
GP06-08     NA   6   6    0          OSS   NA  NA     OSSgueret   OSSgu
GP06-09     NA   6   6    0          OSS   NA  NA     OSSgueret   OSSgu
GP06-10     NA   6   6    0          OSS   NA  NA     OSSgueret   OSSgu
GP07-01     NA   7   7    0          OSS   NA  NA     OSSgueret   OSSgu
GP07-02     NA   7   7    0          OSS   NA  NA     OSSgueret   OSSgu
GP07-03     NA   7   7    0          OSS   NA  NA     OSSgueret   OSSgu
GP07-04     NA   7   7    0          OSS   NA  NA     OSSgueret   OSSgu
GP07-05     NA   7   7    0          OSS   NA  NA     OSSgueret   OSSgu
GP07-06     NA   7   7    0          OSS   NA  NA     OSSgueret   OSSgu
GP07-07     NA   7   7    0          OSS   NA  NA     OSSgueret   OSSgu
GP07-08     NA   7   7    0          OSS   NA  NA     OSSgueret   OSSgu
GP07-09     NA   7   7    0          OSS   NA  NA     OSSgueret   OSSgu
GP07-10     NA   7   7    0          OSS   NA  NA     OSSgueret   OSSgu
GP08-01     NA   8   8    0          OSS   NA  NA     OSSgueret   OSSgu
GP08-02     NA   8   8    0          OSS   NA  NA     OSSgueret   OSSgu
GP08-03     NA   8   8    0          OSS   NA  NA     OSSgueret   OSSgu
GP08-04     NA   8   8    0          OSS   NA  NA     OSSgueret   OSSgu
GP08-05     NA   8   8    0          OSS   NA  NA     OSSgueret   OSSgu
GP08-06     NA   8   8    0          OSS   NA  NA     OSSgueret   OSSgu
GP08-07     NA   8   8    0          OSS   NA  NA     OSSgueret   OSSgu
GP08-08     NA   8   8    0          OSS   NA  NA     OSSgueret   OSSgu
GP08-09     NA   8   8    0          OSS   NA  NA     OSSgueret   OSSgu
GP08-10     NA   8   8    0          OSS   NA  NA     OSSgueret   OSSgu
GP09-01     NA   9   9    0          OSS   NA  NA     OSSgueret   OSSgu
GP09-02     NA   9   9    0          OSS   NA  NA     OSSgueret   OSSgu
GP09-03     NA   9   9    0          OSS   NA  NA     OSSgueret   OSSgu
GP09-04     NA   9   9    0          OSS   NA  NA     OSSgueret   OSSgu
GP09-05     NA   9   9    0          OSS   NA  NA     OSSgueret   OSSgu
GP09-06     NA   9   9    0          OSS   NA  NA     OSSgueret   OSSgu
GP09-07     NA   9   9    0          OSS   NA  NA     OSSgueret   OSSgu
GP09-08     NA   9   9    0          OSS   NA  NA     OSSgueret   OSSgu
GP09-09     NA   9   9    0          OSS   NA  NA     OSSgueret   OSSgu
GP09-10     NA   9   9    0          OSS   NA  NA     OSSgueret   OSSgu
GP10-01     NA   10  10   0          OSS   NA  NA     OSSgueret   OSSgu
GP10-02     NA   10  10   0          OSS   NA  NA     OSSgueret   OSSgu
GP10-03     NA   10  10   0          OSS   NA  NA     OSSgueret   OSSgu
GP10-04     NA   10  10   0          OSS   NA  NA     OSSgueret   OSSgu
GP10-05     NA   10  10   0          OSS   NA  NA     OSSgueret   OSSgu
GP10-06     NA   10  10   0          OSS   NA  NA     OSSgueret   OSSgu
GP10-07     NA   10  10   0          OSS   NA  NA     OSSgueret   OSSgu
GP10-08     NA   10  10   0          OSS   NA  NA     OSSgueret   OSSgu
GP10-09     NA   10  10   0          OSS   NA  NA     OSSgueret   OSSgu
GP10-10     NA   10  10   0          OSS   NA  NA     OSSgueret   OSSgu
#
01          NA   4   4    0          OSS   NA  NA     OSSTai      OSSta
02          NA   4   4    0          OSS   NA  NA     OSSTai      OSSta
03          NA   4   4    0          OSS   NA  NA     OSSTai      OSSta
04          NA   4   4    0          OSS   NA  NA     OSSTai      OSSta
05          NA   4   4    0          OSS   NA  NA     OSSTai      OSSta
06          NA   4   4    0          OSS   NA  NA     OSSTai      OSSta
07          NA   4   4    0          OSS   NA  NA     OSSTai      OSSta
08          NA   4   4    0          OSS   NA  NA     OSSTai      OSSta
09          NA   4   4    0          OSS   NA  NA     OSSTai      OSSta
10          NA   4   4    0          OSS   NA  NA     OSSTai      OSSta
11          NA   5   5    0          OSS   NA  NA     OSSTai      OSSta
12          NA   5   5    0          OSS   NA  NA     OSSTai      OSSta
13          NA   5   5    0          OSS   NA  NA     OSSTai      OSSta
14          NA   5   5    0          OSS   NA  NA     OSSTai      OSSta
15          NA   5   5    0          OSS   NA  NA     OSSTai      OSSta
16          NA   5   5    0          OSS   NA  NA     OSSTai      OSSta
17          NA   5   5    0          OSS   NA  NA     OSSTai      OSSta
18          NA   5   5    0          OSS   NA  NA     OSSTai      OSSta
19          NA   5   5    0          OSS   NA  NA     OSSTai      OSSta
20          NA   5   5    0          OSS   NA  NA     OSSTai      OSSta
21          NA   7   7    0          OSS   NA  NA     OSSTai      OSSta
22          NA   7   7    0          OSS   NA  NA     OSSTai      OSSta
23          NA   7   7    0          OSS   NA  NA     OSSTai      OSSta
24          NA   7   7    0          OSS   NA  NA     OSSTai      OSSta
25          NA   7   7    0          OSS   NA  NA     OSSTai      OSSta
26          NA   7   7    0          OSS   NA  NA     OSSTai      OSSta
27          NA   7   7    0          OSS   NA  NA     OSSTai      OSSta
28          NA   7   7    0          OSS   NA  NA     OSSTai      OSSta
29          NA   7   7    0          OSS   NA  NA     OSSTai      OSSta
30          NA   7   7    0          OSS   NA  NA     OSSTai      OSSta
31          NA   10  10   0          OSS   NA  NA     OSSTai      OSSta
32          NA   10  10   0          OSS   NA  NA     OSSTai      OSSta
33          NA   10  10   0          OSS   NA  NA     OSSTai      OSSta
34          NA   10  10   0          OSS   NA  NA     OSSTai      OSSta
35          NA   10  10   0          OSS   NA  NA     OSSTai      OSSta
36          NA   10  10   0          OSS   NA  NA     OSSTai      OSSta
37          NA   10  10   0          OSS   NA  NA     OSSTai      OSSta
38          NA   10  10   0          OSS   NA  NA     OSSTai      OSSta
39          NA   10  10   0          OSS   NA  NA     OSSTai      OSSta
40          NA   10  10   0          OSS   NA  NA     OSSTai      OSSta
41          NA   15  15   0          OSS   NA  NA     OSSTai      OSSta
42          NA   15  15   0          OSS   NA  NA     OSSTai      OSSta
43          NA   15  15   0          OSS   NA  NA     OSSTai      OSSta
44          NA   15  15   0          OSS   NA  NA     OSSTai      OSSta
45          NA   15  15   0          OSS   NA  NA     OSSTai      OSSta
46          NA   15  15   0          OSS   NA  NA     OSSTai      OSSta
47          NA   15  15   0          OSS   NA  NA     OSSTai      OSSta
48          NA   15  15   0          OSS   NA  NA     OSSTai      OSSta
49          NA   15  15   0          OSS   NA  NA     OSSTai      OSSta
50          NA   15  15   0          OSS   NA  NA     OSSTai      OSSta
51          NA   20  20   0          OSS   NA  NA     OSSTai      OSSta
52          NA   20  20   0          OSS   NA  NA     OSSTai      OSSta
53          NA   20  20   0          OSS   NA  NA     OSSTai      OSSta
54          NA   20  20   0          OSS   NA  NA     OSSTai      OSSta
55          NA   20  20   0          OSS   NA  NA     OSSTai      OSSta
56          NA   20  20   0          OSS   NA  NA     OSSTai      OSSta
57          NA   20  20   0          OSS   NA  NA     OSSTai      OSSta
58          NA   20  20   0          OSS   NA  NA     OSSTai      OSSta
59          NA   20  20   0          OSS   NA  NA     OSSTai      OSSta
60          NA   20  20   0          OSS   NA  NA     OSSTai      OSSta
